season,team_abb,player_code,games_with_box,games_played,games_dnp,minutes_total,minutes_avg
2024,SEA,SEA24_P22,5,5,0,145,29
2024,SEA,SEA24_P23,5,5,0,144,28.8
2024,SEA,SEA24_P24,5,5,0,131,26.2
2024,SEA,SEA24_P25,5,5,0,130,26
2024,SEA,SEA24_P26,5,5,0,124,24.8
2024,SEA,SEA24_P27,5,5,0,123,24.6
2024,SEA,SEA24_P28,5,5,0,114,22.8
2024,SEA,SEA24_P29,5,5,0,104,20.8
2024,SEA,SEA24_P30,5,5,0,82,16.4
2024,SEA,SEA24_P31,6,5,1,69,13.8
2024,SEA,SEA24_P32,5,5,0,67,13.4
2024,SEA,SEA24_P33,6,5,1,29,5.8
2024,SEA,SEA24_P34,4,4,0,153,38.25
2024,SEA,SEA24_P35,4,4,0,147,36.75
2024,SEA,SEA24_P36,4,4,0,136,34
2024,SEA,SEA24_P37,4,4,0,132,33
2024,SEA,SEA24_P38,4,4,0,128,32
2024,SEA,SEA24_P39,4,4,0,127,31.75
2024,SEA,SEA24_P40,4,4,0,117,29.25
2024,SEA,SEA24_P41,4,4,0,112,28
2024,SEA,SEA24_P42,4,4,0,112,28
2024,SEA,SEA24_P43,4,4,0,110,27.5
2024,SEA,SEA24_P44,4,4,0,108,27
2024,SEA,SEA24_P45,4,4,0,107,26.75
2024,SEA,SEA24_P46,4,4,0,105,26.25
2024,SEA,SEA24_P47,5,4,1,93,23.25
2024,SEA,SEA24_P48,4,4,0,93,23.25
2024,SEA,SEA24_P49,4,4,0,92,23
2024,SEA,SEA24_P50,4,4,0,90,22.5
2024,SEA,SEA24_P51,4,4,0,90,22.5
2024,SEA,SEA24_P52,4,4,0,66,16.5
2024,SEA,SEA24_P53,4,4,0,63,15.75
2024,SEA,SEA24_P54,4,4,0,61,15.25
2024,SEA,SEA24_P55,4,4,0,58,14.5
2024,SEA,SEA24_P56,4,4,0,57,14.25
2024,SEA,SEA24_P57,4,4,0,54,13.5
2024,SEA,SEA24_P58,5,4,1,50,12.5
2024,SEA,SEA24_P59,4,4,0,48,12
2024,SEA,SEA24_P60,4,4,0,43,10.75
2024,SEA,SEA24_P61,4,4,0,38,9.5
2024,SEA,SEA24_P62,4,4,0,32,8
2024,SEA,SEA24_P63,4,4,0,31,7.75
2024,SEA,SEA24_P64,6,4,2,21,5.25
2024,SEA,SEA24_P65,4,3,1,110,36.666666666666664
2024,SEA,SEA24_P66,3,3,0,104,34.666666666666664
2024,SEA,SEA24_P67,3,3,0,102,34
2024,SEA,SEA24_P68,3,3,0,101,33.666666666666664
2024,SEA,SEA24_P69,3,3,0,99,33
2024,SEA,SEA24_P70,3,3,0,98,32.666666666666664
2024,SEA,SEA24_P71,4,3,1,96,32
2024,SEA,SEA24_P72,3,3,0,94,31.333333333333332
2024,SEA,SEA24_P73,3,3,0,93,31
2024,SEA,SEA24_P74,3,3,0,93,31
2024,SEA,SEA24_P75,3,3,0,92,30.666666666666668
2024,SEA,SEA24_P76,3,3,0,91,30.333333333333332
2024,SEA,SEA24_P77,3,3,0,90,30
2024,SEA,SEA24_P78,3,3,0,87,29
2024,SEA,SEA24_P79,3,3,0,85,28.333333333333332
2024,SEA,SEA24_P80,3,3,0,80,26.666666666666668
2024,SEA,SEA24_P81,3,3,0,79,26.333333333333332
2024,SEA,SEA24_P82,3,3,0,61,20.333333333333332
2024,SEA,SEA24_P83,3,3,0,57,19
2024,SEA,SEA24_P84,4,3,1,54,18
2024,SEA,SEA24_P85,3,3,0,53,17.666666666666668
2024,SEA,SEA24_P86,3,3,0,52,17.333333333333332
2024,SEA,SEA24_P87,4,3,1,51,17
2024,SEA,SEA24_P88,4,3,1,49,16.333333333333332
2024,SEA,SEA24_P89,3,3,0,48,16
2024,SEA,SEA24_P90,4,3,1,46,15.333333333333334
2024,SEA,SEA24_P91,4,3,1,45,15
2024,SEA,SEA24_P92,3,3,0,45,15
2024,SEA,SEA24_P93,3,3,0,44,14.666666666666666
2024,SEA,SEA24_P94,4,3,1,44,14.666666666666666
2024,SEA,SEA24_P95,3,3,0,42,14
2024,SEA,SEA24_P96,3,3,0,41,13.666666666666666
2024,SEA,SEA24_P97,3,3,0,39,13
2024,SEA,SEA24_P98,3,3,0,39,13
2024,SEA,SEA24_P99,3,3,0,34,11.333333333333334
2024,SEA,SEA24_P100,6,3,3,34,11.333333333333334
2024,SEA,SEA24_P101,3,3,0,27,9
2024,SEA,SEA24_P102,4,3,1,24,8
2024,SEA,SEA24_P103,5,3,2,20,6.666666666666667
2024,SEA,SEA24_P104,6,3,3,15,5
2024,SEA,SEA24_P105,3,3,0,11,3.6666666666666665
2024,SEA,SEA24_P106,3,3,0,11,3.6666666666666665
2024,SEA,SEA24_P107,3,2,1,78,39
2024,SEA,SEA24_P108,3,2,1,61,30.5
2024,SEA,SEA24_P109,4,2,2,60,30
2024,SEA,SEA24_P110,4,2,2,59,29.5
2024,SEA,SEA24_P111,4,2,2,56,28
2024,SEA,SEA24_P112,2,2,0,54,27
2024,SEA,SEA24_P113,3,2,1,54,27
2024,SEA,SEA24_P114,3,2,1,50,25
2024,SEA,SEA24_P115,4,2,2,46,23
2024,SEA,SEA24_P116,3,2,1,41,20.5
2024,SEA,SEA24_P117,4,2,2,40,20
2024,SEA,SEA24_P118,2,2,0,36,18
2024,SEA,SEA24_P119,3,2,1,34,17
2024,SEA,SEA24_P120,3,2,1,33,16.5
2024,SEA,SEA24_P121,2,2,0,28,14
2024,SEA,SEA24_P122,4,2,2,24,12
2024,SEA,SEA24_P123,4,2,2,22,11
2024,SEA,SEA24_P124,2,2,0,20,10
2024,SEA,SEA24_P125,2,2,0,16,8
2024,SEA,SEA24_P126,3,2,1,16,8
2024,SEA,SEA24_P127,3,2,1,12,6
2024,SEA,SEA24_P128,2,2,0,11,5.5
2024,SEA,SEA24_P129,3,2,1,5,2.5
2024,SEA,SEA24_P130,4,2,2,2,1
2024,SEA,SEA24_P131,3,1,2,36,36
2024,SEA,SEA24_P132,3,1,2,29,29
2024,SEA,SEA24_P133,5,1,4,26,26
2024,SEA,SEA24_P134,3,1,2,23,23
2024,SEA,SEA24_P135,2,1,1,20,20
2024,SEA,SEA24_P136,3,1,2,20,20
2024,SEA,SEA24_P137,1,1,0,17,17
2024,SEA,SEA24_P138,3,1,2,16,16
2024,SEA,SEA24_P139,2,1,1,16,16
2024,SEA,SEA24_P140,1,1,0,14,14
2024,SEA,SEA24_P141,1,1,0,14,14
2024,SEA,SEA24_P142,1,1,0,13,13
2024,SEA,SEA24_P143,1,1,0,13,13
2024,SEA,SEA24_P144,4,1,3,10,10
2024,SEA,SEA24_P145,1,1,0,9,9
2024,SEA,SEA24_P146,1,1,0,9,9
2024,SEA,SEA24_P147,1,1,0,9,9
2024,SEA,SEA24_P148,1,1,0,7,7
2024,SEA,SEA24_P149,3,1,2,5,5
2024,SEA,SEA24_P150,2,1,1,3,3
2024,SEA,SEA24_P151,1,1,0,3,3
2024,SEA,SEA24_P152,1,1,0,2,2
2024,SEA,SEA24_P153,3,1,2,2,2
2024,SEA,SEA24_P154,2,1,1,1,1
2024,SEA,SEA24_P155,1,1,0,1,1
2024,SEA,SEA24_P156,1,0,1,0,NA
2024,SEA,SEA24_P157,1,0,1,0,NA
2024,SEA,SEA24_P158,3,0,3,0,NA
2024,SEA,SEA24_P159,1,0,1,0,NA
2024,SEA,SEA24_P160,2,0,2,0,NA
2024,SEA,SEA24_P161,2,0,2,0,NA
2024,SEA,SEA24_P162,3,0,3,0,NA
2024,SEA,SEA24_P163,2,0,2,0,NA
2024,SEA,SEA24_P164,4,0,4,0,NA
2024,SEA,SEA24_P165,3,0,3,0,NA
2025,SEA,SEA25_P01,48,48,0,1474,30.708333333333332
2025,SEA,SEA25_P02,48,48,0,1227,25.5625
2025,SEA,SEA25_P03,48,47,1,1481,31.51063829787234
2025,SEA,SEA25_P04,48,47,1,1459,31.04255319148936
2025,SEA,SEA25_P05,48,47,1,1274,27.106382978723403
2025,SEA,SEA25_P06,48,45,3,670,14.88888888888889
2025,SEA,SEA25_P07,31,29,2,522,18
2025,SEA,SEA25_P08,42,28,14,295,10.535714285714286
2025,SEA,SEA25_P09,30,27,3,348,12.88888888888889
2025,SEA,SEA25_P10,47,26,21,249,9.576923076923077
2025,SEA,SEA25_P11,20,19,1,544,28.63157894736842
2025,SEA,SEA25_P12,37,12,25,84,7
2025,SEA,SEA25_P13,12,11,1,119,10.818181818181818
2025,SEA,SEA25_P14,7,7,0,237,33.857142857142854
2025,SEA,SEA25_P15,7,7,0,224,32
2025,SEA,SEA25_P16,7,7,0,219,31.285714285714285
2025,SEA,SEA25_P17,7,7,0,206,29.428571428571427
2025,SEA,SEA25_P18,7,7,0,119,17
2025,SEA,SEA25_P19,6,6,0,146,24.333333333333332
2025,SEA,SEA25_P20,7,6,1,58,9.666666666666666
2025,SEA,SEA25_P21,5,5,0,133,26.6
2025,SEA,SEA25_P22,5,5,0,123,24.6
2025,SEA,SEA25_P23,6,5,1,119,23.8
2025,SEA,SEA25_P24,5,5,0,105,21
2025,SEA,SEA25_P25,7,5,2,66,13.2
2025,SEA,SEA25_P26,5,5,0,59,11.8
2025,SEA,SEA25_P27,5,5,0,54,10.8
2025,SEA,SEA25_P28,4,4,0,154,38.5
2025,SEA,SEA25_P29,4,4,0,152,38
2025,SEA,SEA25_P30,4,4,0,135,33.75
2025,SEA,SEA25_P31,4,4,0,131,32.75
2025,SEA,SEA25_P32,4,4,0,124,31
2025,SEA,SEA25_P33,4,4,0,119,29.75
2025,SEA,SEA25_P34,4,4,0,116,29
2025,SEA,SEA25_P35,4,4,0,115,28.75
2025,SEA,SEA25_P36,4,4,0,112,28
2025,SEA,SEA25_P37,4,4,0,111,27.75
2025,SEA,SEA25_P38,4,4,0,111,27.75
2025,SEA,SEA25_P39,4,4,0,111,27.75
2025,SEA,SEA25_P40,4,4,0,107,26.75
2025,SEA,SEA25_P41,4,4,0,107,26.75
2025,SEA,SEA25_P42,5,4,1,106,26.5
2025,SEA,SEA25_P43,4,4,0,100,25
2025,SEA,SEA25_P44,4,4,0,100,25
2025,SEA,SEA25_P45,4,4,0,86,21.5
2025,SEA,SEA25_P46,4,4,0,80,20
2025,SEA,SEA25_P47,5,4,1,75,18.75
2025,SEA,SEA25_P48,4,4,0,72,18
2025,SEA,SEA25_P49,4,4,0,69,17.25
2025,SEA,SEA25_P50,4,4,0,68,17
2025,SEA,SEA25_P51,4,4,0,64,16
2025,SEA,SEA25_P52,7,4,3,59,14.75
2025,SEA,SEA25_P53,4,4,0,59,14.75
2025,SEA,SEA25_P54,4,4,0,42,10.5
2025,SEA,SEA25_P55,4,4,0,35,8.75
2025,SEA,SEA25_P56,4,4,0,34,8.5
2025,SEA,SEA25_P57,3,3,0,120,40
2025,SEA,SEA25_P58,4,3,1,110,36.666666666666664
2025,SEA,SEA25_P59,3,3,0,110,36.666666666666664
2025,SEA,SEA25_P60,3,3,0,108,36
2025,SEA,SEA25_P61,4,3,1,107,35.666666666666664
2025,SEA,SEA25_P62,3,3,0,102,34
2025,SEA,SEA25_P63,4,3,1,101,33.666666666666664
2025,SEA,SEA25_P64,3,3,0,94,31.333333333333332
2025,SEA,SEA25_P65,3,3,0,92,30.666666666666668
2025,SEA,SEA25_P66,3,3,0,91,30.333333333333332
2025,SEA,SEA25_P67,4,3,1,88,29.333333333333332
2025,SEA,SEA25_P68,3,3,0,87,29
2025,SEA,SEA25_P69,3,3,0,86,28.666666666666668
2025,SEA,SEA25_P70,3,3,0,86,28.666666666666668
2025,SEA,SEA25_P71,4,3,1,86,28.666666666666668
2025,SEA,SEA25_P72,3,3,0,83,27.666666666666668
2025,SEA,SEA25_P73,4,3,1,80,26.666666666666668
2025,SEA,SEA25_P74,3,3,0,80,26.666666666666668
2025,SEA,SEA25_P75,3,3,0,74,24.666666666666668
2025,SEA,SEA25_P76,4,3,1,73,24.333333333333332
2025,SEA,SEA25_P77,3,3,0,72,24
2025,SEA,SEA25_P78,3,3,0,71,23.666666666666668
2025,SEA,SEA25_P79,3,3,0,71,23.666666666666668
2025,SEA,SEA25_P80,3,3,0,70,23.333333333333332
2025,SEA,SEA25_P81,4,3,1,70,23.333333333333332
2025,SEA,SEA25_P82,3,3,0,69,23
2025,SEA,SEA25_P83,3,3,0,67,22.333333333333332
2025,SEA,SEA25_P84,4,3,1,66,22
2025,SEA,SEA25_P85,3,3,0,60,20
2025,SEA,SEA25_P86,3,3,0,58,19.333333333333332
2025,SEA,SEA25_P87,3,3,0,58,19.333333333333332
2025,SEA,SEA25_P88,3,3,0,58,19.333333333333332
2025,SEA,SEA25_P89,3,3,0,57,19
2025,SEA,SEA25_P90,4,3,1,57,19
2025,SEA,SEA25_P91,3,3,0,55,18.333333333333332
2025,SEA,SEA25_P92,3,3,0,54,18
2025,SEA,SEA25_P93,4,3,1,52,17.333333333333332
2025,SEA,SEA25_P94,3,3,0,51,17
2025,SEA,SEA25_P95,3,3,0,48,16
2025,SEA,SEA25_P96,4,3,1,47,15.666666666666666
2025,SEA,SEA25_P97,3,3,0,45,15
2025,SEA,SEA25_P98,3,3,0,45,15
2025,SEA,SEA25_P99,4,3,1,44,14.666666666666666
2025,SEA,SEA25_P100,3,3,0,43,14.333333333333334
2025,SEA,SEA25_P101,4,3,1,42,14
2025,SEA,SEA25_P102,3,3,0,36,12
2025,SEA,SEA25_P103,4,3,1,27,9
2025,SEA,SEA25_P104,3,3,0,24,8
2025,SEA,SEA25_P105,3,3,0,23,7.666666666666667
2025,SEA,SEA25_P106,3,3,0,18,6
2025,SEA,SEA25_P107,3,3,0,11,3.6666666666666665
2025,SEA,SEA25_P108,3,2,1,63,31.5
2025,SEA,SEA25_P109,2,2,0,63,31.5
2025,SEA,SEA25_P110,3,2,1,58,29
2025,SEA,SEA25_P111,3,2,1,51,25.5
2025,SEA,SEA25_P112,3,2,1,51,25.5
2025,SEA,SEA25_P113,2,2,0,49,24.5
2025,SEA,SEA25_P114,3,2,1,46,23
2025,SEA,SEA25_P115,3,2,1,45,22.5
2025,SEA,SEA25_P116,4,2,2,41,20.5
2025,SEA,SEA25_P117,2,2,0,39,19.5
2025,SEA,SEA25_P118,3,2,1,35,17.5
2025,SEA,SEA25_P119,2,2,0,30,15
2025,SEA,SEA25_P120,3,2,1,28,14
2025,SEA,SEA25_P121,3,2,1,26,13
2025,SEA,SEA25_P122,3,2,1,26,13
2025,SEA,SEA25_P123,2,2,0,25,12.5
2025,SEA,SEA25_P124,2,2,0,23,11.5
2025,SEA,SEA25_P125,3,2,1,22,11
2025,SEA,SEA25_P126,3,2,1,22,11
2025,SEA,SEA25_P127,3,2,1,18,9
2025,SEA,SEA25_P128,3,2,1,17,8.5
2025,SEA,SEA25_P129,2,2,0,17,8.5
2025,SEA,SEA25_P130,7,2,5,17,8.5
2025,SEA,SEA25_P131,2,2,0,17,8.5
2025,SEA,SEA25_P132,3,2,1,16,8
2025,SEA,SEA25_P133,3,2,1,16,8
2025,SEA,SEA25_P134,5,2,3,14,7
2025,SEA,SEA25_P135,3,2,1,11,5.5
2025,SEA,SEA25_P136,4,2,2,8,4
2025,SEA,SEA25_P137,4,1,3,39,39
2025,SEA,SEA25_P138,4,1,3,35,35
2025,SEA,SEA25_P139,2,1,1,33,33
2025,SEA,SEA25_P140,3,1,2,32,32
2025,SEA,SEA25_P141,3,1,2,31,31
2025,SEA,SEA25_P142,2,1,1,28,28
2025,SEA,SEA25_P143,2,1,1,27,27
2025,SEA,SEA25_P144,2,1,1,25,25
2025,SEA,SEA25_P145,3,1,2,25,25
2025,SEA,SEA25_P146,1,1,0,24,24
2025,SEA,SEA25_P147,3,1,2,24,24
2025,SEA,SEA25_P148,1,1,0,22,22
2025,SEA,SEA25_P149,3,1,2,22,22
2025,SEA,SEA25_P150,1,1,0,20,20
2025,SEA,SEA25_P151,1,1,0,20,20
2025,SEA,SEA25_P152,3,1,2,18,18
2025,SEA,SEA25_P153,4,1,3,18,18
2025,SEA,SEA25_P154,5,1,4,17,17
2025,SEA,SEA25_P155,1,1,0,17,17
2025,SEA,SEA25_P156,1,1,0,17,17
2025,SEA,SEA25_P157,2,1,1,17,17
2025,SEA,SEA25_P158,4,1,3,16,16
2025,SEA,SEA25_P159,1,1,0,12,12
2025,SEA,SEA25_P160,2,1,1,12,12
2025,SEA,SEA25_P161,4,1,3,11,11
2025,SEA,SEA25_P162,1,1,0,10,10
2025,SEA,SEA25_P163,1,1,0,8,8
2025,SEA,SEA25_P164,3,1,2,6,6
2025,SEA,SEA25_P165,1,1,0,6,6
2025,SEA,SEA25_P166,2,1,1,5,5
2025,SEA,SEA25_P167,1,1,0,5,5
2025,SEA,SEA25_P168,1,1,0,5,5
2025,SEA,SEA25_P169,1,1,0,5,5
2025,SEA,SEA25_P170,1,1,0,4,4
2025,SEA,SEA25_P171,3,1,2,4,4
2025,SEA,SEA25_P172,1,1,0,3,3
2025,SEA,SEA25_P173,1,1,0,1,1
2025,SEA,SEA25_P174,1,1,0,1,1
2025,SEA,SEA25_P175,4,1,3,1,1
2025,SEA,SEA25_P176,1,0,1,0,NA
2025,SEA,SEA25_P177,41,0,41,0,NA
2025,SEA,SEA25_P178,1,0,1,0,NA
2025,SEA,SEA25_P179,1,0,1,0,NA
2025,SEA,SEA25_P180,1,0,1,0,NA
2025,SEA,SEA25_P181,1,0,1,0,NA
2025,SEA,SEA25_P182,3,0,3,0,NA
2025,SEA,SEA25_P183,4,0,4,0,NA
2025,SEA,SEA25_P184,2,0,2,0,NA
2025,SEA,SEA25_P185,1,0,1,0,NA
2025,SEA,SEA25_P186,3,0,3,0,NA
2025,TOY,TOY25_P01,2,2,0,63,31.5
2025,TOY,TOY25_P02,2,2,0,54,27
2025,TOY,TOY25_P03,2,2,0,51,25.5
2025,TOY,TOY25_P04,2,2,0,45,22.5
2025,TOY,TOY25_P05,2,2,0,45,22.5
2025,TOY,TOY25_P06,2,2,0,42,21
2025,TOY,TOY25_P07,2,2,0,40,20
2025,TOY,TOY25_P08,2,2,0,32,16
2025,TOY,TOY25_P09,2,2,0,30,15
2025,TOY,TOY25_P10,1,1,0,25,25
2025,TOY,TOY25_P11,1,1,0,23,23
2025,TOY,TOY25_P12,1,1,0,22,22
2025,TOY,TOY25_P13,1,1,0,22,22
2025,TOY,TOY25_P14,1,1,0,21,21
2025,TOY,TOY25_P15,1,1,0,20,20
2025,TOY,TOY25_P16,1,1,0,19,19
2025,TOY,TOY25_P17,1,1,0,18,18
2025,TOY,TOY25_P18,1,1,0,18,18
2025,TOY,TOY25_P19,1,1,0,18,18
2025,TOY,TOY25_P20,1,1,0,17,17
2025,TOY,TOY25_P21,1,1,0,17,17
2025,TOY,TOY25_P22,1,1,0,16,16
2025,TOY,TOY25_P23,1,1,0,16,16
2025,TOY,TOY25_P24,1,1,0,16,16
2025,TOY,TOY25_P25,1,1,0,15,15
2025,TOY,TOY25_P26,1,1,0,14,14
2025,TOY,TOY25_P27,1,1,0,13,13
2025,TOY,TOY25_P28,1,1,0,13,13
2025,TOY,TOY25_P29,1,1,0,12,12
2025,TOY,TOY25_P30,1,1,0,10,10
2025,TOY,TOY25_P31,1,1,0,10,10
2025,TOY,TOY25_P32,1,1,0,8,8
2025,TOY,TOY25_P33,1,1,0,6,6
2025,TOY,TOY25_P34,1,1,0,6,6
2025,TOY,TOY25_P35,1,1,0,6,6
2025,TOY,TOY25_P36,1,0,1,0,NA
2025,TOY,TOY25_P37,1,0,1,0,NA
2025,TOY,TOY25_P38,1,0,1,0,NA
2025,TOY,TOY25_P39,2,0,2,0,NA
2025,TOY,TOY25_P40,2,0,2,0,NA
2024,WSH,WSH24_P01,42,42,0,1234,29.38095238095238
2024,WSH,WSH24_P02,42,42,0,969,23.071428571428573
2024,WSH,WSH24_P03,42,42,0,923,21.976190476190474
2024,WSH,WSH24_P04,41,41,0,1044,25.463414634146343
2024,WSH,WSH24_P05,40,37,3,524,14.162162162162161
2024,WSH,WSH24_P06,40,36,4,771,21.416666666666668
2024,WSH,WSH24_P07,42,34,8,488,14.352941176470589
2024,WSH,WSH24_P08,40,31,9,749,24.161290322580644
2024,WSH,WSH24_P09,30,30,0,573,19.1
2024,WSH,WSH24_P10,29,21,8,227,10.80952380952381
2024,WSH,WSH24_P11,37,20,17,444,22.2
2024,WSH,WSH24_P12,35,14,21,261,18.642857142857142
2024,WSH,WSH24_P13,16,12,4,163,13.583333333333334
2024,WSH,WSH24_P14,14,8,6,60,7.5
2024,WSH,WSH24_P15,5,5,0,153,30.6
2024,WSH,WSH24_P16,5,5,0,152,30.4
2024,WSH,WSH24_P17,5,5,0,145,29
2024,WSH,WSH24_P18,5,5,0,135,27
2024,WSH,WSH24_P19,5,5,0,132,26.4
2024,WSH,WSH24_P20,5,5,0,127,25.4
2024,WSH,WSH24_P21,5,5,0,124,24.8
2024,WSH,WSH24_P22,5,5,0,105,21
2024,WSH,WSH24_P23,5,5,0,78,15.6
2024,WSH,WSH24_P24,5,5,0,61,12.2
2024,WSH,WSH24_P25,5,5,0,51,10.2
2024,WSH,WSH24_P26,5,5,0,50,10
2024,WSH,WSH24_P27,4,4,0,142,35.5
2024,WSH,WSH24_P28,4,4,0,134,33.5
2024,WSH,WSH24_P29,4,4,0,134,33.5
2024,WSH,WSH24_P30,4,4,0,134,33.5
2024,WSH,WSH24_P31,4,4,0,131,32.75
2024,WSH,WSH24_P32,4,4,0,130,32.5
2024,WSH,WSH24_P33,4,4,0,127,31.75
2024,WSH,WSH24_P34,4,4,0,127,31.75
2024,WSH,WSH24_P35,4,4,0,127,31.75
2024,WSH,WSH24_P36,4,4,0,124,31
2024,WSH,WSH24_P37,4,4,0,122,30.5
2024,WSH,WSH24_P38,5,4,1,117,29.25
2024,WSH,WSH24_P39,4,4,0,116,29
2024,WSH,WSH24_P40,4,4,0,113,28.25
2024,WSH,WSH24_P41,4,4,0,109,27.25
2024,WSH,WSH24_P42,4,4,0,107,26.75
2024,WSH,WSH24_P43,4,4,0,101,25.25
2024,WSH,WSH24_P44,4,4,0,99,24.75
2024,WSH,WSH24_P45,4,4,0,98,24.5
2024,WSH,WSH24_P46,4,4,0,84,21
2024,WSH,WSH24_P47,4,4,0,80,20
2024,WSH,WSH24_P48,4,4,0,76,19
2024,WSH,WSH24_P49,4,4,0,75,18.75
2024,WSH,WSH24_P50,4,4,0,75,18.75
2024,WSH,WSH24_P51,4,4,0,74,18.5
2024,WSH,WSH24_P52,4,4,0,73,18.25
2024,WSH,WSH24_P53,4,4,0,69,17.25
2024,WSH,WSH24_P54,4,4,0,68,17
2024,WSH,WSH24_P55,4,4,0,65,16.25
2024,WSH,WSH24_P56,4,4,0,62,15.5
2024,WSH,WSH24_P57,4,4,0,58,14.5
2024,WSH,WSH24_P58,5,4,1,53,13.25
2024,WSH,WSH24_P59,4,4,0,45,11.25
2024,WSH,WSH24_P60,4,4,0,36,9
2024,WSH,WSH24_P61,4,4,0,30,7.5
2024,WSH,WSH24_P62,4,4,0,27,6.75
2024,WSH,WSH24_P63,5,4,1,24,6
2024,WSH,WSH24_P64,3,3,0,111,37
2024,WSH,WSH24_P65,4,3,1,102,34
2024,WSH,WSH24_P66,3,3,0,100,33.333333333333336
2024,WSH,WSH24_P67,3,3,0,100,33.333333333333336
2024,WSH,WSH24_P68,4,3,1,97,32.333333333333336
2024,WSH,WSH24_P69,3,3,0,96,32
2024,WSH,WSH24_P70,3,3,0,94,31.333333333333332
2024,WSH,WSH24_P71,3,3,0,94,31.333333333333332
2024,WSH,WSH24_P72,3,3,0,93,31
2024,WSH,WSH24_P73,3,3,0,93,31
2024,WSH,WSH24_P74,3,3,0,91,30.333333333333332
2024,WSH,WSH24_P75,3,3,0,90,30
2024,WSH,WSH24_P76,3,3,0,88,29.333333333333332
2024,WSH,WSH24_P77,3,3,0,82,27.333333333333332
2024,WSH,WSH24_P78,3,3,0,81,27
2024,WSH,WSH24_P79,3,3,0,81,27
2024,WSH,WSH24_P80,3,3,0,78,26
2024,WSH,WSH24_P81,4,3,1,77,25.666666666666668
2024,WSH,WSH24_P82,3,3,0,67,22.333333333333332
2024,WSH,WSH24_P83,3,3,0,65,21.666666666666668
2024,WSH,WSH24_P84,3,3,0,64,21.333333333333332
2024,WSH,WSH24_P85,3,3,0,63,21
2024,WSH,WSH24_P86,4,3,1,57,19
2024,WSH,WSH24_P87,4,3,1,56,18.666666666666668
2024,WSH,WSH24_P88,4,3,1,52,17.333333333333332
2024,WSH,WSH24_P89,4,3,1,51,17
2024,WSH,WSH24_P90,3,3,0,51,17
2024,WSH,WSH24_P91,3,3,0,50,16.666666666666668
2024,WSH,WSH24_P92,4,3,1,49,16.333333333333332
2024,WSH,WSH24_P93,3,3,0,48,16
2024,WSH,WSH24_P94,3,3,0,46,15.333333333333334
2024,WSH,WSH24_P95,3,3,0,43,14.333333333333334
2024,WSH,WSH24_P96,4,3,1,37,12.333333333333334
2024,WSH,WSH24_P97,4,3,1,37,12.333333333333334
2024,WSH,WSH24_P98,3,3,0,34,11.333333333333334
2024,WSH,WSH24_P99,3,3,0,34,11.333333333333334
2024,WSH,WSH24_P100,5,3,2,34,11.333333333333334
2024,WSH,WSH24_P101,5,3,2,33,11
2024,WSH,WSH24_P102,3,3,0,32,10.666666666666666
2024,WSH,WSH24_P103,3,3,0,30,10
2024,WSH,WSH24_P104,4,3,1,29,9.666666666666666
2024,WSH,WSH24_P105,3,3,0,23,7.666666666666667
2024,WSH,WSH24_P106,8,3,5,19,6.333333333333333
2024,WSH,WSH24_P107,3,3,0,18,6
2024,WSH,WSH24_P108,3,3,0,16,5.333333333333333
2024,WSH,WSH24_P109,4,3,1,10,3.3333333333333335
2024,WSH,WSH24_P110,3,2,1,67,33.5
2024,WSH,WSH24_P111,3,2,1,56,28
2024,WSH,WSH24_P112,4,2,2,50,25
2024,WSH,WSH24_P113,2,2,0,43,21.5
2024,WSH,WSH24_P114,3,2,1,40,20
2024,WSH,WSH24_P115,3,2,1,39,19.5
2024,WSH,WSH24_P116,4,2,2,34,17
2024,WSH,WSH24_P117,3,2,1,30,15
2024,WSH,WSH24_P118,3,2,1,29,14.5
2024,WSH,WSH24_P119,3,2,1,26,13
2024,WSH,WSH24_P120,2,2,0,23,11.5
2024,WSH,WSH24_P121,4,2,2,17,8.5
2024,WSH,WSH24_P122,2,2,0,17,8.5
2024,WSH,WSH24_P123,2,2,0,16,8
2024,WSH,WSH24_P124,5,2,3,16,8
2024,WSH,WSH24_P125,2,2,0,14,7
2024,WSH,WSH24_P126,2,2,0,12,6
2024,WSH,WSH24_P127,3,2,1,9,4.5
2024,WSH,WSH24_P128,2,2,0,8,4
2024,WSH,WSH24_P129,4,2,2,7,3.5
2024,WSH,WSH24_P130,2,1,1,40,40
2024,WSH,WSH24_P131,2,1,1,33,33
2024,WSH,WSH24_P132,2,1,1,30,30
2024,WSH,WSH24_P133,2,1,1,26,26
2024,WSH,WSH24_P134,1,1,0,24,24
2024,WSH,WSH24_P135,1,1,0,24,24
2024,WSH,WSH24_P136,1,1,0,22,22
2024,WSH,WSH24_P137,1,1,0,21,21
2024,WSH,WSH24_P138,1,1,0,18,18
2024,WSH,WSH24_P139,1,1,0,16,16
2024,WSH,WSH24_P140,4,1,3,15,15
2024,WSH,WSH24_P141,2,1,1,14,14
2024,WSH,WSH24_P142,1,1,0,14,14
2024,WSH,WSH24_P143,1,1,0,13,13
2024,WSH,WSH24_P144,1,1,0,13,13
2024,WSH,WSH24_P145,1,1,0,12,12
2024,WSH,WSH24_P146,4,1,3,12,12
2024,WSH,WSH24_P147,1,1,0,11,11
2024,WSH,WSH24_P148,4,1,3,10,10
2024,WSH,WSH24_P149,2,1,1,9,9
2024,WSH,WSH24_P150,2,1,1,8,8
